"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","문화사업자구분명","시설면적","제작취급품목내용","주변환경명","최초등록시점","통로너비","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"1861","메가박스 송파파크하비오점(2관)","서울특별시 송파구 문정동 618번지 204동 비162호","서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)","20161221","운영중","","","","","","","","","","","","20161221","","","210966              ","442050              ","CDFF4220002016000009","영업중"
"1862","메가박스 송파파크하비오점(1관)","서울특별시 송파구 문정동 618번지 204동 비162호","서울특별시 송파구 송파대로 111, 204동 비162호 (문정동, 파크하비오)","20161221","운영중","","","","","","","","","","","","20161221","","","210966              ","442050              ","CDFF4220002016000010","영업중"
"1863","스타박스 1관","충청남도 부여군 부여읍 구아리 617번지 ","충청남도 부여군 부여읍 계백로 305, 3층","20170113","운영중","","","","","","","","","","","","20170113","1","041-837-4501","192245.54788000000  ","308723.53496900000  ","CDFF4220002017000001","영업중"
"1864","스타박스 2관","충청남도 부여군 부여읍 동남리 617번지 ","충청남도 부여군 부여읍 계백로 305, 3층","20170113","운영중","","","","","","","","","","","","20170113","1","041-837-4501","192245.54788000000  ","308723.53496900000  ","CDFF4220002017000002","영업중"
"1865","태안 작은영화관 1관","충청남도 태안군 태안읍 동문리 8-2번지 ","충청남도 태안군 태안읍 백화로 192","20170914","운영중","","","","","","","근린생활시설","","","","기타","20170914","","","138419.643465       ","361755.269522       ","CDFF4220002017000001","영업중"
"1866","롯데시네마 울산9(1관)","울산광역시 남구 삼산동 1480-1번지 시네마동 2,3,4,6층 ","울산광역시 남구 삼산로 288 (삼산동)","20010822","운영중","","","","","","","","영화상영관","","","","20010822","","960-2641","412172.80766900000  ","229403.09054900000  ","CDFF4220002001000001","영업중"
"1867","롯데시네마 울산9(2관)","울산광역시 남구 삼산동 1480-1번지 ","울산광역시 남구 삼산로 288 (삼산동)","20010822","운영중","","","","","","","","영화상영관","","","","20010822","","960-2641","412172.80766900000  ","229403.09054900000  ","CDFF4220002001000002","영업중"
"1868","롯데시네마 울산9(3관)","울산광역시 남구 삼산동 1480-1번지 ","울산광역시 남구 삼산로 288 (삼산동)","20010822","운영중","","","","","","","","영화상영관","","","","20010822","","960-2641","412172.80766900000  ","229403.09054900000  ","CDFF4220002001000003","영업중"
"1869","롯데시네마 울산9(4관)","울산광역시 남구 삼산동 1480-1번지 ","울산광역시 남구 삼산로 288 (삼산동)","20010822","운영중","","","","","","","","영화상영관","","","","20010822","","960-2641","412172.80766900000  ","229403.09054900000  ","CDFF4220002001000004","영업중"
"1870","롯데시네마 울산9(5관)","울산광역시 남구 삼산동 1480-1번지 ","울산광역시 남구 삼산로 288 (삼산동)","20010822","운영중","","","","","","","","영화상영관","","","","20010822","","960-2641","412172.80766900000  ","229403.09054900000  ","CDFF4220002001000005","영업중"
"1871","롯데시네마 울산9(6관)","울산광역시 남구 삼산동 1480-1번지 ","울산광역시 남구 삼산로 288 (삼산동)","20010822","운영중","","","","","","","","영화상영관","","","","20010822","","960-2641","412172.80766900000  ","229403.09054900000  ","CDFF4220002001000006","영업중"
"1872","롯데시네마 울산9(7관)","울산광역시 남구 삼산동 1480-1번지 ","울산광역시 남구 삼산로 288 (삼산동)","20010822","운영중","","","","","","","","영화상영관","","","","20010822","","960-2641","412172.80766900000  ","229403.09054900000  ","CDFF4220002001000007","영업중"
"1873","롯데시네마 울산9(8관)","울산광역시 남구 삼산동 1480-1번지 ","울산광역시 남구 삼산로 288 (삼산동)","20010822","운영중","","","","","","","","영화상영관","","","","20010822","","960-2641","412172.80766900000  ","229403.09054900000  ","CDFF4220002001000008","영업중"
"1874","롯데시네마 울산9(9관)","울산광역시 남구 삼산동 1480-1번지 ","울산광역시 남구 삼산로 288 (삼산동)","20030627","운영중","","","","","","","문화시설","영화상영관","","","","20030627","","960-2644","412172.80766900000  ","229403.09054900000  ","CDFF4220002003000003","영업중"
"1875","CGV울산삼산 제3관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 6층 ","울산광역시 남구 화합로 185, 6층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000001","영업중"
"1876","CGV울산삼산 제1관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 6층 ","울산광역시 남구 화합로 185, 6층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000002","영업중"
"1877","CGV울산삼산 제2관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 6층 ","울산광역시 남구 화합로 185, 6층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000003","영업중"
"1878","CGV울산삼산 제4관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 6층 ","울산광역시 남구 화합로 185, 6층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000004","영업중"
"1879","완도 빙그레 시네마 1관","전라남도 완도군 완도읍 9-191번지 ","전라남도 완도군 완도읍 개포로159번길 55 (완도맞춤형복합문화센터)","20170920","운영중","","","","","","","문화시설","","","","","20170920","","061-553-7053","","","CDFF4220002017000001","영업중"
"1880","완도 빙그레 시네마 2관","전라남도 완도군 완도읍 9-191번지 ","전라남도 완도군 완도읍 개포로159번길 55 (완도맞춤형복합문화센터)","20170920","운영중","","","","","","","","","","","","20170920","","","","","CDFF4220002017000002","영업중"
"1881","CGV울산삼산 제5관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 6층 ","울산광역시 남구 화합로 185, 6층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000005","영업중"
"1882","CGV울산삼산 제6관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 8층 ","울산광역시 남구 화합로 185, 8층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000006","영업중"
"1883","CGV울산삼산 제7관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 8층 ","울산광역시 남구 화합로 185, 8층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000007","영업중"
"1884","CGV울산삼산 제8관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 8층 ","울산광역시 남구 화합로 185, 8층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000008","영업중"
"1885","CGV울산삼산 제9관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 8층 ","울산광역시 남구 화합로 185, 8층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000009","영업중"
"1886","CGV울산삼산 제10관","울산광역시 남구 삼산동 1569-1번지 업스퀘어 8층 ","울산광역시 남구 화합로 185, 8층 (삼산동, 업스퀘어)","20130503","운영중","","","","","","","","","","","","20130503","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002013000010","영업중"
"1887","CGV울산삼산 제11관","울산광역시 남구 삼산동 1569-1번지 업스퀘어(7층 골드클래스관) ","울산광역시 남구 화합로 185, 7층 (삼산동, 업스퀘어(7층 골드클래스관))","20140603","운영중","","","","","","","","","","","","20140603","","052-990-5533","412117.43590300000  ","229672.27520400000  ","CDFF4220002014000001","영업중"
"1888","곡성 작은영화관 1관","전라남도 곡성군 곡성읍 읍내리 776-6번지 ","전라남도 곡성군 곡성읍 중앙로 59, 곡성 작은영화관","20171213","운영중","","","","","","","문화시설","","","","주택가주변","20171213","","061-363-7053","226341.82546400000  ","198187.98499900000  ","CDFF4220002017000001","영업중"
"1889","곡성작은영화관 2관","전라남도 곡성군 곡성읍 읍내리 776-6번지 ","전라남도 곡성군 곡성읍 중앙로 59","20171213","운영중","","","","","","","문화시설","","","","주택가주변","20171213","","061-363-7053","226341.82546400000  ","198187.98499900000  ","CDFF4220002017000002","영업중"
"1890","메가박스중앙(주) 울산지점 1관","울산광역시 중구 성남동 251-8번지 ","울산광역시 중구 젊음의거리 73 (성남동)","20041216","운영중","","","","","","","문화시설","영화상영관","","","","20041216","","070-7016-3522","410466.11685200000  ","231083.65103500000  ","CDFF4220002004000001","영업중"
"1891","메가박스중앙(주) 울산지점 2관","울산광역시 중구 성남동 251-8번지 ","울산광역시 중구 젊음의거리 73 (성남동)","20041216","운영중","","","","","","","문화시설","영화상영관","","","","20041216","","070-7016-3522","410466.11685200000  ","231083.65103500000  ","CDFF4220002004000002","영업중"
"1892","메가박스중앙(주) 울산지점 COMPORT 3관","울산광역시 중구 성남동 251-8번지 ","울산광역시 중구 젊음의거리 73 (성남동)","20041216","운영중","","","","","","","문화시설","영화상영관","","","","20041216","","070-7016-3522","410466.11685200000  ","231083.65103500000  ","CDFF4220002004000003","영업중"
"1893","메가박스중앙(주) 울산지점 4관","울산광역시 중구 성남동 251-8번지 ","울산광역시 중구 젊음의거리 73 (성남동)","20041216","운영중","","","","","","","문화시설","영화상영관","","","","20041216","","070-7016-3522","410466.11685200000  ","231083.65103500000  ","CDFF4220002004000004","영업중"
"1894","메가박스중앙(주) 울산지점 5관","울산광역시 중구 성남동 251-8번지 ","울산광역시 중구 젊음의거리 73 (성남동)","20041216","운영중","","","","","","","문화시설","영화상영관","","","","20041216","","070-7016-3522","410466.11685200000  ","231083.65103500000  ","CDFF4220002004000005","영업중"
"1895","메가박스중앙(주) 울산지점 COMPORT 6관","울산광역시 중구 성남동 251-8번지 ","울산광역시 중구 젊음의거리 73 (성남동)","20041216","운영중","","","","","","","문화시설","영화상영관","","","","20041216","","070-7016-3522","410466.11685200000  ","231083.65103500000  ","CDFF4220002004000006","영업중"
"1896","메가박스중앙(주) 울산지점 7관","울산광역시 중구 성남동 251-8번지 ","울산광역시 중구 젊음의거리 73 (성남동)","20041216","운영중","","","","","","","문화시설","영화상영관","","","","20041216","","070-7016-3522","410466.11685200000  ","231083.65103500000  ","CDFF4220002004000007","영업중"
"1897","메가박스중앙(주) 울산지점 8관","울산광역시 중구 성남동 251-8번지 ","울산광역시 중구 젊음의거리 73 (성남동)","20041216","운영중","","","","","","","문화시설","영화상영관","","","","20041216","","070-7016-3522","410466.11685200000  ","231083.65103500000  ","CDFF4220002004000008","영업중"
"1898","롯데시네마 울산성남 제1관","울산광역시 중구 성남동 256-24번지 ","울산광역시 중구 젊음의2거리 33 (성남동)","20140319","운영중","","","","","","","근린생활시설","","","","유흥업소밀집지역","20140319","1.1","070-7493-2911","410407.51901000000  ","230944.65496600000  ","CDFF4220002014000001","영업중"
"1899","롯데시네마 울산성남 제2관","울산광역시 중구 성남동 256-24번지 ","울산광역시 중구 젊음의2거리 33 (성남동)","20140319","운영중","","","","","","","문화시설","","","","유흥업소밀집지역","20140319","1.1","070-7493-2911","410407.51901000000  ","230944.65496600000  ","CDFF4220002014000002","영업중"
"1900","롯데시네마 울산성남 제3관","울산광역시 중구 성남동 256-24번지 ","울산광역시 중구 젊음의2거리 33 (성남동)","20140319","운영중","","","","","","","문화시설","","","","유흥업소밀집지역","20140319","1.1","070-7493-2911","410407.51901000000  ","230944.65496600000  ","CDFF4220002014000003","영업중"
"1901","롯데시네마 울산성남 제4관","울산광역시 중구 성남동 256-24번지 ","울산광역시 중구 젊음의2거리 33 (성남동)","20140319","운영중","","","","","","","문화시설","","","","유흥업소밀집지역","20140319","1.1","070-7493-2911","410407.51901000000  ","230944.65496600000  ","CDFF4220002014000004","영업중"
"1902","롯데시네마 울산성남 제5관","울산광역시 중구 성남동 256-24번지 ","울산광역시 중구 젊음의2거리 33 (성남동)","20140319","운영중","","","","","","","문화시설","","","","유흥업소밀집지역","20140319","1.1","070-7493-2911","410407.51901000000  ","230944.65496600000  ","CDFF4220002014000005","영업중"
"1903","롯데시네마 울산성남 제6관","울산광역시 중구 성남동 256-24번지 ","울산광역시 중구 젊음의2거리 33 (성남동)","20140319","운영중","","","","","","","문화시설","","","","유흥업소밀집지역","20140319","1.1","070-7493-2911","410407.51901000000  ","230944.65496600000  ","CDFF4220002014000006","영업중"
"1904","롯데시네마 울산성남 제7관","울산광역시 중구 성남동 256-24번지 ","울산광역시 중구 젊음의2거리 33 (성남동)","20140319","운영중","","","","","","","문화시설","","","","학교정화(상대)","20140319","1.1","070-7493-2911","410407.51901000000  ","230944.65496600000  ","CDFF4220002014000007","영업중"
"1905","해피월드1관","","대전광역시 중구 대종로 395 (대흥동)","19990930","운영중","99991231","","99991231","","","301802","","영화상영관","","","","19990930","","","238645.82756200000  ","313692.45308900000  ","CDFF4220001999000001","영업중"
"1906","대전극장","","대전광역시 중구 대흥로175번길 25 (대흥동)","20000316","운영중","99991231","","99991231","","","301802","","영화상영관","","","","20000316","","","238642.93598100000  ","314334.96082000000  ","CDFF4220002000000001","영업중"
"1907","대전극장3관","","대전광역시 중구 대흥로175번길 25 (대흥동,지상7층)","20000316","운영중","99991231","","99991231","","","301802","","영화상영관","","","","20000316","","","238642.93598100000  ","314334.96082000000  ","CDFF4220002000000002","영업중"
"1908","대전극장2관","","대전광역시 중구 대흥로175번길 25 (대흥동,지상6층)","20010524","운영중","99991231","","99991231","","","301802","","영화상영관","","","","20010524","","","238642.93598100000  ","314334.96082000000  ","CDFF4220002001000001","영업중"
"1909","CGV대전9 제1관","대전광역시 중구 문화동 1-16번지 세이2(6-8층)","","20010807","운영중","99991231","","99991231","","","","","영화상영관","","","","20010807","1.02","042-224-0201","","","CDFF4220002001000007","영업중"
"1910","CGV대전9 제2관","대전광역시 중구 문화동 세이2(6-8층)","","20010807","운영중","99991231","","99991231","","","","","영화상영관","","","","20010807","1.07","","","","CDFF4220002001000008","영업중"
"1911","CGV대전9 제3관","","대전광역시 중구 계백로 1700 (문화동,세이2 지상6~8층)","20010807","운영중","","","","","","","","영화상영관","","","","20010807","1.03","","236709.17776200000  ","313700.03449900000  ","CDFF4220002001000009","영업중"
"1912","CGV대전9 제4관","대전광역시 중구 문화동 1-16번지 세이2 지상6~8층","대전광역시 중구 계백로 1700 (문화동,세이2 지상6~8층)","20010804","운영중","99991231","","99991231","","","","","영화상영관","","","","20010804","1.07","","236709.17776200000  ","313700.03449900000  ","CDFF4220002001000010","영업중"
"1913","CGV대전9 제5관","대전광역시 중구 문화동 1-16번지 세이2 지상6~8층","대전광역시 중구 계백로 1700 (문화동,세이2 지상6~8층)","20010804","운영중","99991231","","99991231","","","","","영화상영관","","","","20010804","1.01","","236709.17776200000  ","313700.03449900000  ","CDFF4220002001000011","영업중"
"1914","CGV대전9 제6관","","대전광역시 중구 계백로 1700 (문화동,세이2 지상6~8층)","20010804","운영중","","","","","","","","영화상영관","","","","20010804","","","236709.17776200000  ","313700.03449900000  ","CDFF4220002001000012","영업중"
"1915","CGV대전9 제7관(CGV아트하우스)","대전광역시 중구 문화동 1-16번지 세이2 지상6~8층","대전광역시 중구 계백로 1700 (문화동,세이2 지상6~8층)","20010804","운영중","99991231","","99991231","","","","","영화상영관","","","","20010804","1","","236709.17776200000  ","313700.03449900000  ","CDFF4220002001000013","영업중"
"1916","CGV대전9 제8관","대전광역시 중구 문화동 1-16번지 세이2 지상6~8층","대전광역시 중구 계백로 1700 (문화동,세이2 지상6~8층)","20010804","운영중","99991231","","99991231","","","","","영화상영관","","","","20010804","1","","236709.17776200000  ","313700.03449900000  ","CDFF4220002001000014","영업중"
"1917","CGV대전9 제9관","대전광역시 중구 문화동 1-16번지 세이2 지상6~8층","대전광역시 중구 계백로 1700 (문화동,세이2 지상6~8층)","20010804","운영중","99991231","","99991231","","","","","영화상영관","","","","20010804","","","236709.17776200000  ","313700.03449900000  ","CDFF4220002001000015","영업중"
"1918","롯데시네마 영주","경상북도 영주시 영주동 497번지 ","경상북도 영주시 구성로 417 (영주동)","20180209","운영중","","","","","","","문화시설","","","","주택가주변","20180209","","054-634-3000","344274              ","370771              ","CDFF4220002018000001","영업중"
"1919","메가박스 오창 제8관","충청북도 청주시 청원구 오창읍 양청리 820-1번지 ","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층","20171212","운영중","","","","","","","문화시설","","","","","20171212","1","043-215-1200","238220              ","356887              ","CDFF4220002017000001","영업중"
"1920","메가박스 오창 제7관","충청북도 청주시 청원구 오창읍 양청리 820-1번지 ","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층","20171212","운영중","","","","","","","문화시설","","","","","20171212","1","043-215-1200","238220              ","356887              ","CDFF4220002017000002","영업중"
"1921","메가박스 오창 제6관","충청북도 청주시 청원구 오창읍 양청리 820-1번지 ","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층","20171212","운영중","","","","","","","문화시설","","","","","20171212","1","043-215-1200","238220              ","356887              ","CDFF4220002017000003","영업중"
"1922","메가박스 오창 제5관","충청북도 청주시 청원구 오창읍 양청리 820-1번지 ","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층","20171212","운영중","","","","","","","문화시설","","","","","20171212","1","043-215-1200","238220              ","356887              ","CDFF4220002017000004","영업중"
"1923","메가박스 오창 제3관","충청북도 청주시 청원구 오창읍 양청리 820-1번지 ","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층","20171212","운영중","","","","","","","문화시설","","","","","20171212","1","043-215-1200","238220              ","356887              ","CDFF4220002017000005","영업중"
"1924","메가박스 오창 제4관","충청북도 청주시 청원구 오창읍 양청리 820-1번지 ","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층","20171212","운영중","","","","","","","문화시설","","","","","20171212","1","043-215-1200","238220              ","356887              ","CDFF4220002017000006","영업중"
"1925","메가박스 오창 제1관","충청북도 청주시 청원구 오창읍 양청리 820-1번지 ","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층","20171212","운영중","","","","","","","문화시설","","","","","20171212","1","043-215-1200","238220              ","356887              ","CDFF4220002017000007","영업중"
"1926","메가박스 오창 제2관","충청북도 청주시 청원구 오창읍 양청리 820-1번지 ","충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층","20171212","운영중","","","","","","","문화시설","","","","","20171212","1","043-215-1200","238220              ","356887              ","CDFF4220002017000008","영업중"
"1927","횡성시네마 1관","강원도 횡성군 횡성읍 읍하리 281-1번지 ","강원도 횡성군 횡성읍 앞들서3로 6, 횡성문화원및작은영화관 1층","20180129","운영중","","","","","","","문화시설","","","","","20180129","","033-343-1088","286456.515192       ","443688.278697       ","CDFF4220002018000001","영업중"
"1928","횡성시네마 2관","강원도 횡성군 횡성읍 읍하리 281-1번지 ","강원도 횡성군 횡성읍 앞들서3로 6, 횡성문화원 및 작은영화관 1층","20180129","운영중","","","","","","","문화시설","","","","","20180129","","033-343-1088","286456.515192       ","443688.278697       ","CDFF4220002018000002","영업중"
"1929","포천자동차극장","경기도 포천시 소흘읍 무림리 41번지 ","경기도 포천시 소흘읍 광릉수목원로 967","20180329","운영중","","","","","","","","","","","","20180329","","","212274.77108200000  ","475204.65982300000  ","CDFF4220002018000001","영업중"
"1930","청양시네마 1관","충청남도 청양군 청양읍 읍내리 191-5번지 청양군문화체육센타 ","충청남도 청양군 청양읍 칠갑산로 221, 청양군문화체육센타","20180118","운영중","","","","","","","문화시설","","","","학교정화(상대)","20180118","","041-942-7053","182171.79123200000  ","328172.43068800000  ","CDFF4220002018000001","영업중"
"1931","청양시네마 2관","충청남도 청양군 청양읍 읍내리 191-5번지 청양군문화체육센타 ","충청남도 청양군 청양읍 칠갑산로 221, 청양군문화체육센타","20180118","운영중","","","","","","","문화시설","","","","학교정화(상대)","20180118","","041-942-7053","182171.79123200000  ","328172.43068800000  ","CDFF4220002018000002","영업중"
"1932","롯데시네마 병점8","경기도 화성시 병점동 844-1번지 ","경기도 화성시 병점1로 218 (병점동)","20060925","운영중","","","","","","","","영화상영관","","","유흥업소밀집지역","20060925","1.5","","203790.49413300000  ","412724.35422300000  ","CDFF4220002006000008","영업중"
"1933","메가박스 동탄 1관","경기도 화성시 반송동 93-2번지 ","경기도 화성시 동탄지성로 11 (반송동)","20100719","운영중","","","","","","","","","","","","20100719","","031-613-9161","206461.21548900000  ","411712.82368200000  ","CDFF4220002010000001","영업중"
"1934","메가박스 동탄 2관","경기도 화성시 반송동 93-2번지 ","경기도 화성시 동탄지성로 11 (반송동)","20100719","운영중","","","","","","","","","","","","20100719","","031-613-9161","206461.21548900000  ","411712.82368200000  ","CDFF4220002010000002","영업중"
"1935","메가박스 동탄 3관","경기도 화성시 반송동 93-2번지 ","경기도 화성시 동탄지성로 11 (반송동)","20100719","운영중","","","","","","","","","","","","20100719","","031-613-9161","206461.21548900000  ","411712.82368200000  ","CDFF4220002010000003","영업중"
"1936","메가박스 동탄 4관","경기도 화성시 반송동 93-2번지 8층 ","경기도 화성시 동탄지성로 11 (반송동,8층)","20100719","운영중","","","","","","","","","","","","20100719","","031-613-9161","206461.21548900000  ","411712.82368200000  ","CDFF4220002010000004","영업중"
"1937","메가박스 동탄 5관","경기도 화성시 반송동 93-2번지 10층 ","경기도 화성시 동탄지성로 11 (반송동,10층)","20100719","운영중","","","","","","","","","","","","20100719","","031-613-9161","206461.21548900000  ","411712.82368200000  ","CDFF4220002010000005","영업중"
"1938","메가박스 동탄 6관","경기도 화성시 반송동 93-2번지 ","경기도 화성시 동탄지성로 11 (반송동)","20100719","운영중","","","","","","","","","","","","20100719","","031-613-9161","206461.21548900000  ","411712.82368200000  ","CDFF4220002010000006","영업중"
"1939","메가박스 동탄 7관","경기도 화성시 반송동 93-2번지 ","경기도 화성시 동탄지성로 11 (반송동)","20100719","운영중","","","","","","","","","","","","20100719","","031-613-9161","206461.21548900000  ","411712.82368200000  ","CDFF4220002010000007","영업중"
"1940","메가박스 동탄 8관","경기도 화성시 반송동 93-2번지 10층 ","경기도 화성시 동탄지성로 11 (반송동,10층)","20100719","운영중","","","","","","","","","","","","20100719","","031-613-9161","206461.21548900000  ","411712.82368200000  ","CDFF4220002010000008","영업중"
"1941","CGV 동탄 1관","경기도 화성시 반송동 96번지 메타폴리스 A동 ","경기도 화성시 동탄중앙로 220 (반송동,메타폴리스 A동)","20101221","운영중","","","","","","","","","","","","20101221","","031-8015-5022","206152.96005900000  ","411809.45796300000  ","CDFF4220002010000009","영업중"
"1942","CGV 동탄 2관","경기도 화성시 반송동 96번지 메타폴리스 A동 ","경기도 화성시 동탄중앙로 220 (반송동,메타폴리스 A동)","20101221","운영중","","","","","","","","","","","","20101221","","","206152.96005900000  ","411809.45796300000  ","CDFF4220002010000010","영업중"
"1943","CGV 동탄 3관","경기도 화성시 반송동 96번지 메타폴리스 A동 ","경기도 화성시 동탄중앙로 220 (반송동,메타폴리스 A동)","20101221","운영중","","","","","","","","","","","","20101221","","","206152.96005900000  ","411809.45796300000  ","CDFF4220002010000011","영업중"
"1944","CGV 동탄 4관","경기도 화성시 반송동 96번지 메타폴리스 A동 ","경기도 화성시 동탄중앙로 220 (반송동,메타폴리스 A동)","20101221","운영중","","","","","","","","","","","","20101221","","","206152.96005900000  ","411809.45796300000  ","CDFF4220002010000012","영업중"
"1945","CGV 동탄 5관","경기도 화성시 반송동 96번지 메타폴리스 A동 ","경기도 화성시 동탄중앙로 220 (반송동,메타폴리스 A동)","20101221","운영중","","","","","","","","","","","","20101221","","","206152.96005900000  ","411809.45796300000  ","CDFF4220002010000013","영업중"
"1946","CGV 동탄 6관","경기도 화성시 반송동 96번지 메타폴리스 A동 ","경기도 화성시 동탄중앙로 220 (반송동,메타폴리스 A동)","20101221","운영중","","","","","","","","","","","","20101221","","","206152.96005900000  ","411809.45796300000  ","CDFF4220002010000014","영업중"
"1947","CGV 동탄 7관","경기도 화성시 반송동 96번지 메타폴리스 A동 ","경기도 화성시 동탄중앙로 220 (반송동,메타폴리스 A동)","20101221","운영중","","","","","","","","","","","","20101221","","","206152.96005900000  ","411809.45796300000  ","CDFF4220002010000015","영업중"
"1948","CGV 동탄 8관","경기도 화성시 반송동 96번지 메타폴리스 A동 ","경기도 화성시 동탄중앙로 220, A동 (반송동,메타폴리스)","20101221","운영중","","","","","","","","","","","","20101221","","","206152.96005900000  ","411809.45796300000  ","CDFF4220002010000016","영업중"
"1949","중앙시네마","경기도 안성시 대덕면 신령리 500-10번지 ","","20030320","운영중","","","","","","456831","문화시설","영화상영관","","","","20030320","","","219834.787972       ","390106.652379       ","CDFF4220002003000002","영업중"
"1950","무비마운틴자동차극장","경기도 안성시 원곡면 성은리 449-1번지 ","경기도 안성시 원곡면 천덕산로 828-6","20110127","운영중","","","","","","","","","","","","20110127","","031-655-4895","214965              ","396151              ","CDFF4220002011000001","영업중"
"1951","롯데시네마 안성관","경기도 안성시 공도읍 양기리 306번지 ","경기도 안성시 공도읍 서동대로 4478","20130719","운영중","","","","","","","기타","","","","","20130719","","","217723              ","389679              ","CDFF4220002013000001","영업중"
"1952","인제문화관","강원도 인제군 인제읍 상동리 349번지 ","강원도 인제군 인제읍 인제로 185","19800101","운영중","","","","","","252806","","영화상영관","","","","19800101","","","302757.36470700000  ","508289.89443200000  ","CDFF4220001980000001","영업중"
"1953","가평군청","경기도 가평군 가평읍 읍내리 513번지 ","경기도 가평군 가평읍 석봉로 181","20030207","운영중","","","","","","477701","문화시설","","","","기타","20030207","","031-580-2061","244906.19032100000  ","481429.40319400000  ","CDFF4220002003000001","영업중"
"1954","청평자동차극장","경기도 가평군 청평면 대성리 49-4번지 ","","20040713","운영중","","","","","","477812","","영화상영관","","","기타","20040713","","","235545.313462       ","468665.093121       ","CDFF4220002004000001","영업중"
"1955","로드시네마 1관","충청남도 서천군 마서면 도삼리 69-1번지 ","충청남도 서천군 마서면 장산로855번길 37","20020314","운영중","","","","","","325813","근린생활시설","영화상영관","","","기타","20020314","","041-956-5573","176119.47881900000  ","280395.29741000000  ","CDFF4220002002000001","영업중"
"1956","로드시네마 2관","충청남도 서천군 마서면 도삼리 69-3번지 ","충청남도 서천군 마서면 장산로855번길 37","20060428","운영중","","","","","","325813","문화시설","영화상영관","","","기타","20060428","","041-956-5563","176119.47881900000  ","280395.29741000000  ","CDFF4220002006000001","영업중"
"1957","예당시네마","경상북도 영주시 영주동 377-18번지 ","경상북도 영주시 구성로350번길 24 (영주동)","19850921","운영중","","","","","","750907","문화시설","영화상영관","","","유흥업소밀집지역","19850921","4.75","634-8855","344841              ","370398              ","CDFF4220001985000001","영업중"
"1958","서울동화(이동상영관)","서울특별시 용산구 후암동 244-80번지 대도빌딩304호 ","","19990904","운영중","","","","","","140901","","영화상영관","","","","19990904","","","","","CDFF4220001999000001","영업중"
"1959","서경필름(이동상영관)","서울특별시 용산구 후암동 244-80번지 ","","19990907","운영중","","","","","","140901","","영화상영관","","","","19990907","","","","","CDFF4220001999000002","영업중"
"1960","이스트라인시네마(이동상영관)","서울특별시 중구 필동1가 3-3번지 세원빌딩 306호 ","","20021130","운영중","","","","","","100866","","영화상영관","","","","20021130","","","199234.196139       ","451068.677124       ","CDFF4220002002000001","영업중"
"1961","미래상영관(이동상영관)","경기도 광명시 하안동 1번지 ","","20031017","운영중","","","","","","423844","","영화상영관","","","","20031017","","","","","CDFF4220002003000005","영업중"
