"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","기존게임업외업종명","문화사업자구분명","문화체육업종명","소방시설여부","시설면적","제공게임물명","주변환경명","지역구분명","총게임기수","최초등록시점","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"3899","락 게임랜드","경기도 의정부시 용현동 17번지 태원빌딩 202호","경기도 의정부시 충의로 43, 태원빌딩 202호 (용현동)","20171220","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","116.1","전체이용가","주택가주변","일반주거지역","40","","","207660              ","470372              ","CDFF2241142017000044","영업중"
"3900","보물PC","경기도 남양주시 화도읍 가곡리 163-7번지 102호","경기도 남양주시 화도읍 비룡로 340, 1층 102호","20180323","운영중","","","","","","","","","유통관련업","청소년게임제공업","","33","전체이용가","","","7","","","226753              ","464347              ","CDFF2241142018000002","영업중"
"3901","보물게임랜드","광주광역시 남구 월산동 955-7번지 1층 ","광주광역시 남구 군분로147번길 3, 1층 (월산동)","20171218","운영중","","","","","","","","","유통관련업","청소년게임제공업","","95.96","전체이용가","","","50","","","189739.95476200000  ","183201.59748500000  ","CDFF2241142017000017","영업중"
"3902","강남게임랜드","충청남도 아산시 배방읍 공수리 87-8번지 불가마사우나 ","충청남도 아산시 배방읍 모산로 143, 불가마사우나","20180509","운영중","","","","","","","식품위생시설","","유통관련업","청소년게임제공업","","119","전체이용가","기타","일반상업지역","60","","","205214.26379100000  ","364066.43448700000  ","CDFF2241142018000014","영업중"
"3903","오이도 게임랜드","경기도 시흥시 정왕동 2007-12번지 ","경기도 시흥시 오이도로135번길 43, 1층 (정왕동)","20180509","운영중","","","","","","","","","유통관련업","청소년게임제공업","","124.6","전체이용가","","","","","","172295              ","427000              ","CDFF2241142018000024","영업중"
"3904","던전게임랜드","충청남도 천안시 서북구 성정동 1506번지 세화프라자 306호","충청남도 천안시 서북구 성정공원5로 10-13, 세화프라자 3층 306호 (성정동)","20171218","운영중","","","","","","","","","유통관련업","청소년게임제공업","","155.76","전체이용가","유흥업소밀집지역","상업지역","","","","212364.24112200000  ","369809.09606800000  ","CDFF2241142017000056","영업중"
"3905","인형뽑기방","광주광역시 북구 두암동 460-3번지 ","광주광역시 북구 면앙로 210, 1층 (두암동)","20180109","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","50","전체이용가","기타","주거지역","11","","","194022.07002200000  ","186483.32119000000  ","CDFF2241142018000002","영업중"
"3906","놀이터","울산광역시 남구 신정동 186-11번지 지하1층 ","울산광역시 남구 중앙로 216, 지하1층 (신정동)","20180207","운영중","","","","","","","","","유통관련업","청소년게임제공업","","220.74","전체이용가","","","45","","","409711.65250400000  ","229488.99002800000  ","CDFF2241142018000002","영업중"
"3907","월드게임랜드","경상북도 포항시 북구 여천동 63-1번지 ","경상북도 포항시 북구 중앙로308번길 6-7 (여천동)","20171207","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","140.94","전체이용가","","일반상업지역","40","","","413364.08262600000  ","285042.30801300000  ","CDFF2241142017000045","영업중"
"3908","동경","충청남도 당진시 송산면 삼월리 63번지 ","충청남도 당진시 송산면 송산로 488","20180503","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","70","전체이용가","학교정화(상대)","관리지역","39","","","171815.82819600000  ","382092.97553500000  ","CDFF2241142018000011","영업중"
"3909","속초게임랜드","강원도 속초시 중앙동 482-145번지 ","강원도 속초시 청초호반로 309 (중앙동)","20180503","운영중","","","","","","","","","유통관련업","청소년게임제공업","","64","전체이용가","","","50","","","339366.81095200000  ","523659.77136700000  ","CDFF2241142018000003","영업중"
"3910","109house Game plus","인천광역시 강화군 양도면 건평리 655-23번지 ","인천광역시 강화군 양도면 해안서로 540, 4동","20180503","운영중","","","","","","","","","유통관련업","청소년게임제공업","","46.33","전체이용가","","","9","","","147063.89584000000  ","464612.22392000000  ","CDFF2241142018000001","영업중"
"3911","해피플스방","서울특별시 은평구 신사동 16-22번지 301호","서울특별시 은평구 갈현로 15, 3층 301호 (신사동)","20180115","운영중","","","","","","","","","유통관련업","청소년게임제공업","","107.38","전체이용가","","","16","","","192057.39250800000  ","455529.28938700000  ","CDFF2241142018000003","영업중"
"3912","둘리 인형방","광주광역시 북구 두암동 917-1번지 ","광주광역시 북구 삼정로 105 (두암동)","20180123","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","59","전체이용가","기타","주거지역","12","","","194274.27934100000  ","186103.90760500000  ","CDFF2241142018000003","영업중"
"3913","용봉 게임랜드","광주광역시 북구 용봉동 1383-3번지 ","광주광역시 북구 용봉택지로 77 (용봉동)","20180123","운영중","","","","","","","기타","","유통관련업","청소년게임제공업","","99","전체이용가","기타","일반주거지역","15","","","190436.35793100000  ","186925.11614700000  ","CDFF2241142018000004","영업중"
"3914","토이짱","경상남도 거제시 옥포동 582번지 1층 ","경상남도 거제시 옥포성안로 60, 1층 (옥포동)","20180228","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","32.71","전체이용가","","일반상업지역","11","","","354931.45753900000  ","156391.47223100000  ","CDFF2241142018000001","영업중"
"3915","갱스터 뽑기방","서울특별시 은평구 역촌동 48-52번지 1층 좌측 ","서울특별시 은평구 역말로 29, 1층 좌측호 (역촌동)","20180112","운영중","","","","","","","","","유통관련업","청소년게임제공업","","18","전체이용가","","","","","","192367.37199100000  ","456260.06293900000  ","CDFF2241142018000002","영업중"
"3916","레오오락실(마송점)","경기도 김포시 통진읍 서암리 759-88번지 ","경기도 김포시 통진읍 서암로 75","20180517","운영중","","","","","","","","","유통관련업","청소년게임제공업","","132","전체이용가","","","","","","164600.47221500000  ","465890.11380100000  ","CDFF2241142018000004","영업중"
"3917","거목 게임랜드","부산광역시 북구 구포동 700-165번지 2층 ","부산광역시 북구 시랑로 34, 2층 (구포동)","20180509","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","147.75","전체이용가","주택가주변","일반주거지역","40","","","382526.23637900000  ","191411.25091700000  ","CDFF2241142018000004","영업중"
"3918","뽑기달인","충청북도 진천군 진천읍 읍내리 544번지 ","충청북도 진천군 진천읍 중앙동로 50, 1층","20180402","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","45.41","전체이용가","","","","","","239656.24665400000  ","372940.52146000000  ","CDFF2241142018000001","영업중"
"3919","황금 게임랜드","서울특별시 서대문구 연희동 193-16번지 동아빌딩 ","서울특별시 서대문구 연희맛로 4, 동아빌딩 4층 (연희동)","20180510","운영중","","","","","","","","","유통관련업","청소년게임제공업","","144.45","전체이용가","","","","","","193696.02618900000  ","451807.51555300000  ","CDFF2241142018000002","영업중"
"3920","토이랜드","충청남도 천안시 서북구 불당동 1635번지 102, 103호 ","충청남도 천안시 서북구 불당33길 41, 102, 103호 (불당동)","20180510","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","89.4","전체이용가","아파트지역","주거지역","","","","209490.346037       ","367776.562012       ","CDFF2241142018000016","영업중"
"3921","찬스게임랜드","충청남도 천안시 서북구 성거읍 천흥리 373-1번지 지하1층 ","충청남도 천안시 서북구 성거읍 성거길 189, 지하1층","20180510","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","65.5","전체이용가","아파트지역","주거지역","","","","218394.78237100000  ","375881.95392600000  ","CDFF2241142018000017","영업중"
"3922","노벨 게임랜드","부산광역시 중구 부평동2가 39-1번지 ","부산광역시 중구 비프광장로 7, 지하1층 (부평동2가)","20180508","운영중","","","","","","","판매시설","","유통관련업","청소년게임제공업","","299.02","전체이용가","","일반상업지역","100","","","384745.08454900000  ","179896.45644800000  ","CDFF2241142018000008","영업중"
"3923","뽑생뽑사","경상북도 김천시 지좌동 440-59번지 ","경상북도 김천시 체육공원길 5 (지좌동)","20180214","운영중","","","","","","","","","유통관련업","청소년게임제공업","","49.19","전체이용가","","","","","","302973.51964900000  ","291900.05690700000  ","CDFF2241142018000001","영업중"
"3924","뽀끼뽀끼","인천광역시 남동구 논현동 448번지 논현2차푸르지오시티 121호","인천광역시 남동구 남동서로236번길 30, 논현2차푸르지오시티 121호 (논현동)","20180424","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","42.9","전체이용가","유흥업소밀집지역","일반상업지역","10","","","173007.58863000000  ","434511.15718800000  ","CDFF2241142018000008","영업중"
"3925","퍼니팡팡","경상남도 함양군 안의면 금천리 134번지 24시편의점 ","경상남도 함양군 안의면 종로길 8, 24시편의점","20180116","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","66","전체이용가","기타","일반상업지역","14","","","273621.64336500000  ","237060.43985900000  ","CDFF2241142018000001","영업중"
"3926","익선동 콤콤오락실","서울특별시 종로구 익선동 166-8번지 ","서울특별시 종로구 돈화문로11다길 25 (익선동)","20180102","운영중","","","","","","","","","유통관련업","청소년게임제공업","","23","전체이용가","","","18","","02-737-4788","199156.52333100000  ","452644.87228800000  ","CDFF2241142018000001","영업중"
"3927","TOY CRAFT","부산광역시 금정구 장전동 233-43번지 장산해피빌 102호","부산광역시 금정구 금강로 317, 102호 (장전동, 장산해피빌)","20180523","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","11.08","전체이용가","기타","일반주거지역","5","","","389918.07927700000  ","195322.03880500000  ","CDFF2241142018000004","영업중"
"3928","인형나라2","경기도 양주시 남면 상수리 148-10번지 ","경기도 양주시 남면 화합로610번길 82, 1층","20180427","운영중","","","","","","","","","유통관련업","청소년게임제공업","","34","전체이용가","","","","","","200198.73832500000  ","485589.65952100000  ","CDFF2241142018000005","영업중"
"3929","인형대학 뽑기학과","광주광역시 남구 진월동 312-7번지 광명아파트 상가103동 103호","광주광역시 남구 광복마을길 65, 광명아파트 상가103동 103호 (진월동)","20180427","운영중","","","","","","","","","유통관련업","청소년게임제공업","","12.6","전체이용가","","","6","","","190612.46357100000  ","180820.04379200000  ","CDFF2241142018000007","영업중"
"3930","현대게임장","대구광역시 수성구 중동 101번지 2층 ","대구광역시 수성구 수성로 210, 2층 (중동)","20180214","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","139.29","전체이용가","기타","일반주거지역","40","","","345704.96045600000  ","261950.47063700000  ","CDFF2241142018000001","영업중"
"3931","세븐게임장","경기도 하남시 신장동 432-21번지 ","경기도 하남시 신장1로3번길 31-1 (신장동)","20090313","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","70","전체이용가","기타","주거지역","40","","","218308.75794400000  ","448667.06497700000  ","CDFF2241142009000003","영업중"
"3932","게임세상","경기도 하남시 덕풍동 744번지 ","경기도 하남시 덕풍동로 111-21, 1층 109호 (덕풍동)","20131017","운영중","","","","","","","","","유통관련업","청소년게임제공업","","34.73","전체이용가","","","","","031-792-0163","218351.43141300000  ","450271.07935300000  ","CDFF2241142013000001","영업중"
"3933","우미","경기도 광주시 역동 3-11 ","","20110222","운영중","","","","","","","","","유통관련업","청소년게임제공업","","120","전체이용가","","","40","","","","","CDFF2241142011000004","영업중"
"3934","놀러와 게임존","경기도 오산시 원동 770-14번지 1층 ","경기도 오산시 원동로37번길 30 (원동, 비비피아쇼핑몰)","20080604","운영중","","","","","","","","","유통관련업","청소년게임제공업","","264.46","","","","","","","206313.96234000000  ","405116.71938500000  ","CDFF2241142008000002","영업중"
"3935","스타힐리조텔오락실","경기도 남양주시 화도읍 묵현리 548번지 천마산스키장 호텔동 중1층 ","경기도 남양주시 화도읍 먹갓로 96 (천마산스키장 호텔동 중1층)","20080905","운영중","","","","","","","","","유통관련업","청소년게임제공업","","32.83","전체이용가","","","19","","031-594-1211","223847              ","462167              ","CDFF2241142008000002","영업중"
"3936","게임랜드","경기도 남양주시 화도읍 마석우리 286-4번지 2층 ","경기도 남양주시 화도읍 마석중앙로 95  (2층)","20090511","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","194.15","전체이용가","","일반주거지역","","","","227326              ","461130              ","CDFF2241142009000004","영업중"
"3937","테마게임랜드","경기도 남양주시 화도읍 마석우리 392-1번지 별나라타운 209,210,211호 ","경기도 남양주시 화도읍 맷돌로 4-9 (별나라타운 209,210,211호)","20100324","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","110.16","전체이용가","","","18","","","226614.557552       ","461689.023903       ","CDFF2241142010000001","영업중"
"3938","블루게임장","경기도 남양주시 수동면 운수리 111-3번지 1층 ","경기도 남양주시 수동면 비룡로 719 (1층)","20110401","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","18.15","전체이용가","","","8","","031)511-7854","228745              ","466776              ","CDFF2241142011000002","영업중"
"3939","우리게임랜드","경기도 남양주시 화도읍 마석우리 560-2번지 ","경기도 남양주시 화도읍 비룡로55번길 15","20111011","운영중","","","","","","","단독주택","","유통관련업","청소년게임제공업","","100","전체이용가","기타","주거지역","","","","226403              ","461678              ","CDFF2241142011000005","영업중"
"3940","정글나라랜드","경기도 남양주시 진접읍 장현리 346-11번지 ","경기도 남양주시 진접읍 장현천로10번길 11","20140113","운영중","","","","","","","","","유통관련업","청소년게임제공업","","149.4","전체이용가","","","","","","216304              ","468505              ","CDFF2241142014000001","영업중"
"3941","Funit 진접점","경기도 남양주시 진접읍 금곡리 1081-2번지 래일스타 902호","경기도 남양주시 진접읍 해밀예당1로 36, 902호 (래일스타)","20150211","운영중","","","","","","","","","유통관련업","청소년게임제공업","","97.88","전체이용가","","","","","","216383              ","467760              ","CDFF2241142015000004","영업중"
"3942","게임월드","경상북도 김천시 평화동 452-59번지 ","경상북도 김천시 김천로 57-1 (평화동)","20071025","운영중","","","","","","","환경위생시설","","유통관련업","청소년게임제공업","","94.25","전체이용가","기타","일반상업지역","30","","430-1894","299902.30263500000  ","292663.45596100000  ","CDFF2241142007000001","영업중"
"3943","딴따라오락실","경상북도 김천시 삼락동 856-27번지 ","경상북도 김천시 거문들길 54-16 (삼락동)","20071109","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","92.4","","주택가주변","","26","","","296925.45799600000  ","293917.53083200000  ","CDFF2241142007000005","영업중"
"3944","스타게임월드","경상북도 김천시 용두동 85-3번지 ","경상북도 김천시 용암로 7 (용두동)","20071114","운영중","","","","","","","","","유통관련업","청소년게임제공업","","229.16","전체이용가","","","43","","436-8429","301495.40169600000  ","291984.29860800000  ","CDFF2241142007000011","영업중"
"3945","노래오락실","경상북도 김천시 부곡동 290-1번지 (1층) ","경상북도 김천시 가메실길 2 (부곡동)","20080714","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","52.8","전체이용가","기타","일반상업지역","9","","439-1138","299194.53865100000  ","292316.62570800000  ","CDFF2241142008000002","영업중"
"3946","매니아 게임랜드","경상남도 김해시 부곡동 1161-6번지 삼화빌딩 B02호","경상남도 김해시 능동로 153, B02호 (부곡동, 삼화빌딩)","20110318","운영중","","","","","","","","","유통관련업","청소년게임제공업","","407.4","전체이용가","","","21","","","364647.84968900000  ","191053.75034700000  ","CDFF2241142011000020","영업중"
"3947","매니아 게임랜드","경상남도 김해시 진영읍 진영리 1613-1번지 비전상가 101호 ","경상남도 김해시 진영읍 김해대로365번길 18, 101호 (비전상가)","20110426","운영중","","","","","","","숙박시설","","유통관련업","청소년게임제공업","","182.2","전체이용가","유흥업소밀집지역","일반상업지역","","","","357370.94722900000  ","202632.07312600000  ","CDFF2241142011000028","영업중"
"3948","휴앤락게임죤","경상남도 김해시 내동 1131-4번지 휴앤락몰 3층 366, 367호 ","경상남도 김해시 내외중앙로 137, 3층 366, 367호 (내동, 휴앤락몰)","20130111","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","110.64","전체이용가","학교정화(상대)","근린상업지역","","","","370050              ","195305              ","CDFF2241142013000001","영업중"
"3949","스타게임랜드","경상남도 남해군 남해읍 남변리 417-4번지 ","경상남도 남해군 남해읍 화전로 56","20071018","운영중","","","","","","668801","근린생활시설","","유통관련업","청소년게임제공업","","44.51","전체이용가","학교정화(절대)","일반상업지역","","","","281754              ","148980              ","CDFF2241142007000001","영업중"
"3950","테마죤","경상남도 남해군 남해읍 북변리 148-1번지 ","경상남도 남해군 남해읍 화전로78번길 1-1","20080731","운영중","","","","","","668802","근린생활시설","","유통관련업","청소년게임제공업","","160","전체이용가","학교정화(상대)","일반상업지역","","","","281731              ","149217              ","CDFF2241142008000002","영업중"
"3951","타임머신오락실","경상북도 울진군 죽변면 죽변리 322번지 ","경상북도 울진군 죽변면 죽변2길 15-42","20080703","운영중","","","","","","","","","유통관련업","청소년게임제공업","","165.68","전체이용가","","","","","781-3333","415425.09726300000  ","398608.72967100000  ","CDFF2241142008000001","영업중"
"3952","한화리조트오락실","경상북도 울진군 온정면 소태리 1438번지 ","경상북도 울진군 온정면 온천로 129-13","20150105","운영중","","","","","","","유통시설","","유통관련업","청소년게임제공업","","147.6","전체이용가","기타","일반상업지역","","","054-781-7001","408898.01144500000  ","360824.59717400000  ","CDFF2241142015000001","영업중"
"3953","첨단게임장","서울특별시 용산구 동자동 43-61번지 ","서울특별시 용산구 한강대로 383 (동자동, pc게임장)","20091026","운영중","","","","","","","","","유통관련업","청소년게임제공업","","73.45","전체이용가","","","","","","197543.20687500000  ","450338.44710800000  ","CDFF2241142009000009","영업중"
"3954","드래곤힐게임장","서울특별시 용산구 한강로3가 40-713번지 양지빌딩 ","서울특별시 용산구 한강대로21나길 40 (한강로3가)","20110414","운영중","","","","","","","","","유통관련업","청소년게임제공업","","285","전체이용가","","","35","","792-0001","196838.00927400000  ","447640.00796700000  ","CDFF2241142011000001","영업중"
"3955","인엔인(in&in)","서울특별시 용산구 한강로3가 16-9번지 용산전자랜드 본관 5층 ","서울특별시 용산구 청파로 74, 5층 (한강로3가, 용산전자랜드 본관)","20140618","운영중","","","","","","","","","유통관련업","청소년게임제공업","","160","전체이용가","","","","","","196425.53454300000  ","448144.03032000000  ","CDFF2241142014000001","영업중"
"3956","유진컴퓨터게임장","부산광역시 영도구 봉래동2가 12번지 ","부산광역시 영도구 절영로13번길 25  (봉래동2가)","20080730","운영중","","","","","","606060","","","유통관련업","청소년게임제공업","","56","","","","","","051-416-5017","386178.67862900000  ","179301.85404500000  ","CDFF2241142008000006","영업중"
"3957","맘모스게임랜드","부산광역시 영도구 대교동2가 32번지 ","부산광역시 영도구 태종로95번길 14 (대교동2가)","20081124","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","218.6","","유흥업소밀집지역","일반상업지역","","","051-412-6265","386194.48562000000  ","179232.11937900000  ","CDFF2241142008000009","영업중"
"3958","큐브존","서울특별시 강남구 삼성동 159번지 지하2층 ","서울특별시 강남구 영동대로 513, 지하2층 (삼성동, 코엑스)","20150728","운영중","","","","","","","","","유통관련업","청소년게임제공업","","607.2","전체이용가","","","88","","","205230.34201100000  ","445818.07172100000  ","CDFF2241142015000003","영업중"
"3959","슈퍼게임장","서울특별시 서대문구 창천동 33-9번지 지층 ","서울특별시 서대문구 연세로 35  (창천동,지층)","20071122","운영중","","","","","","120834","","","유통관련업","청소년게임제공업","","79.91","","","","","","","194408.15619100000  ","451023.98027500000  ","CDFF2241142007000009","영업중"
"3960","위닝 플스방","서울특별시 서대문구 창천동 33-12번지 3층 ","서울특별시 서대문구 연세로 33  (창천동,3층)","20080521","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","165.42","전체이용가","","","27","","335-1374","194409.06492400000  ","451008.86129400000  ","CDFF2241142008000004","영업중"
"3961","월드컵 플스방","서울특별시 서대문구 창천동 80-16번지 지층 ","서울특별시 서대문구 연세로 42  (창천동,지층)","20080521","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","114.3","전체이용가","","","20","","364-8770","194444.55560700000  ","451081.15679600000  ","CDFF2241142008000006","영업중"
"3962","대한민국 플스방","서울특별시 서대문구 창천동 52-3번지 ","서울특별시 서대문구 연세로11길 4, 지층 (창천동)","20100108","운영중","","","","","","","","","유통관련업","청소년게임제공업","","140.03","전체이용가","","","","","","194402.22299600000  ","451061.11679400000  ","CDFF2241142010000003","영업중"
"3963","퍼니펀플스방명지대점","서울특별시 서대문구 남가좌동 324-35번지 2층 ","서울특별시 서대문구 거북골로 33 (남가좌동)","20110812","운영중","","","","","","","","","유통관련업","청소년게임제공업","","244","전체이용가","","","","","","193292.59002400000  ","453325.80887200000  ","CDFF2241142011000003","영업중"
"3964","캡틴플스","서울특별시 서대문구 창천동 18-5번지 ","서울특별시 서대문구 명물길 6 (창천동)","20120510","운영중","","","","","","","","","유통관련업","청소년게임제공업","","148","전체이용가","","","24","","070.8848.7526","194469.22301900000  ","450866.71661900000  ","CDFF2241142012000003","영업중"
"3965","엔젤플스방","서울특별시 서대문구 창천동 52-5번지 ","서울특별시 서대문구 연세로11길 8, 지층 1호 (창천동)","20121203","운영중","","","","","","","","","유통관련업","청소년게임제공업","","102.57","전체이용가","","","","","","194386.53598800000  ","451059.22721000000  ","CDFF2241142012000005","영업중"
"3966","뽑기114(뽑GO!뽑GO!)","서울특별시 강남구 논현동 149-8번지 ","서울특별시 강남구 학동로18길 30, 상가2호 (논현동)","20170731","운영중","","","","","","","","","유통관련업","청소년게임제공업","","36.4","전체이용가","","","9","","","202482.41321800000  ","445725.13421500000  ","CDFF2241142017000011","영업중"
"3967","전곡게임랜드","경기도 연천군 전곡읍 전곡리 480-28번지 ","경기도 연천군 전곡읍 전곡로161번길 6","20150720","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","111.4","전체이용가","유흥업소밀집지역","일반상업지역","40","","","205923.11705700000  ","502955.78383000000  ","CDFF2241142015000003","영업중"
"3968","하오게임장","경기도 성남시 수정구 수진동 47번지 ","경기도 성남시 수정구 수정로120번길 5 (수진동)","20150729","운영중","","","","","","","","","유통관련업","청소년게임제공업","","216.23","전체이용가","","","","","","211853.13832500000  ","437960.28040200000  ","CDFF2241142015000007","영업중"
"3969","행운게임장","강원도 정선군 고한읍 고한리 274-98번지 ","강원도 정선군 고한읍 고한로 20","20150729","운영중","","","","","","","","","유통관련업","청소년게임제공업","","87.5","전체이용가","","","39","","","363548.88897500000  ","413809.71740100000  ","CDFF2241142015000001","영업중"
"3970","코인노래게임장","","대전광역시 중구 천근로 68 (문화동)","20150804","운영중","99991231","","99991231","","","","근린생활시설","","유통관련업","청소년게임제공업","","50.29","전체이용가","주택가주변","일반주거지역","9","","","236593.94765200000  ","312437.41889500000  ","CDFF2241142015000002","영업중"
"3971","유성게임장","강원도 원주시 학성동 213-14번지 2층 ","강원도 원주시 중앙로 201-7, 2층 (학성동)","20150807","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","153.84","전체이용가","기타","일반상업지역","40","","","283881.74089700000  ","428688.05131200000  ","CDFF2241142015000013","영업중"
"3972","황금게임랜드","대구광역시 수성구 신매동 366-4번지 ","대구광역시 수성구 달구벌대로 3213 (신매동)","20151030","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","168.5","전체이용가","기타","일반주거지역","40","","","354358.25335500000  ","261670.82307100000  ","CDFF2241142015000010","영업중"
"3973","스타야구연습장","부산광역시 남구 대연동 54-6번지 ","부산광역시 남구 용소로7번길 33 (대연동)","20151117","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","345.12","전체이용가","기타","일반상업지역","","","","391577.56801700000  ","184384.11450100000  ","CDFF2241142015000001","영업중"
"3974","모스트 게임랜드","부산광역시 중구 부평동1가 49-4번지 ","부산광역시 중구 비프광장로 11, 1층 (부평동1가)","20151203","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","141.32","전체이용가","","","50","","","384778.29674000000  ","179906.67570500000  ","CDFF2241142015000019","영업중"
"3975","신나는게임랜드","광주광역시 동구 계림동 1157번지 ","광주광역시 동구 필문대로60번길 8 (계림동)","20151211","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","36.04","전체이용가","주택가주변","일반주거지역","3","","","193222.75727800000  ","185118.88495600000  ","CDFF2241142015000003","영업중"
"3976","꿀잼코인방","광주광역시 북구 용봉동 161-11번지 ","광주광역시 북구 우치로90번길 8, 3층 (용봉동)","20151118","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","100.8","전체이용가","기타","일반주거지역","","","","192088.81199300000  ","186560.35588200000  ","CDFF2241142015000019","영업중"
"3977","조이코인노래연습장","충청북도 진천군 진천읍 읍내리 67번지 ","충청북도 진천군 진천읍 상산로 89-0, 2층","20151203","운영중","","","","","","","","","유통관련업","청소년게임제공업","","152.67","전체이용가","","일반상업지역","","","","239600.89545700000  ","373002.85862000000  ","CDFF2241142015000004","영업중"
"3978","놀러와오락실","전라남도 목포시 상동 993-3번지 2층 ","전라남도 목포시 비파로51번길 11, 2층 (상동)","20151123","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","90.3","전체이용가","유흥업소밀집지역","일반상업지역","","","","147436.29052600000  ","145337.40021500000  ","CDFF2241142015000004","영업중"
"3979","짱오락실","서울특별시 서대문구 창천동 5-50번지 ","서울특별시 서대문구 명물길 40 (창천동)","20151202","운영중","","","","","","","","","유통관련업","청소년게임제공업","","360.66","전체이용가","","","","","","194601.10424400000  ","450982.03049100000  ","CDFF2241142015000004","영업중"
"3980","현대게임랜드","대구광역시 수성구 신매동 568-9번지 ","대구광역시 수성구 신매로19길 23-3, 4층 (신매동)","20151103","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","171.33","전체이용가","기타","일반상업지역","40","","","354267.36144500000  ","261509.63016600000  ","CDFF2241142015000011","영업중"
"3981","루비 게임랜드","부산광역시 남구 대연동 1086-12번지 ","부산광역시 남구 석포로 127-1 (대연동)","20151127","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","186.08","전체이용가","기타","일반주거지역","","","","390624.90362700000  ","183399.86957900000  ","CDFF2241142015000002","영업중"
"3982","엣지코인노래","경기도 연천군 전곡읍 전곡리 336-2번지 ","경기도 연천군 전곡읍 전곡로 153","20151126","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","55","전체이용가","유흥업소밀집지역","상업지역","10","","","205988.91030000000  ","502875.52615100000  ","CDFF2241142015000004","영업중"
"3983","스타게임파크코인노래게임장","경기도 화성시 봉담읍 와우리 64-3번지 외 1필지 ","경기도 화성시 봉담읍 와우안길 35-2, 2층","20151207","운영중","","","","","","","","","유통관련업","청소년게임제공업","","121.68","전체이용가","","","","","","197956.69686400000  ","412879.00764500000  ","CDFF2241142015000011","영업중"
"3984","K POP 코인노래 천천점","경기도 수원시 장안구 천천동 527-3번지 ","경기도 수원시 장안구 만석로19번길 29, 401호 (천천동, 부강프라자)","20151201","운영중","","","","","","","","","유통관련업","청소년게임제공업","","97.76","전체이용가","","","","","","198503.04246900000  ","421930.76895800000  ","CDFF2241142015000015","영업중"
"3985","엣지코인노래 게임파크","경기도 부천시 중동 1133-9번지 203호","경기도 부천시 조마루로291번길 46, 203호 (중동, 우진3차프라자)","20151224","운영중","","","","","","","","","유통관련업","청소년게임제공업","","54.61","전체이용가","","","17","","","180093              ","444190              ","CDFF2241142015000016","영업중"
"3986","토이랜드게임센터","부산광역시 남구 대연동 73-15번지 ","부산광역시 남구 수영로 305, 5층 (대연동, 스파크)","20160113","운영중","","","","","","","판매시설","","유통관련업","청소년게임제공업","","41.63","전체이용가","기타","상업지역","3","","","391332.44028900000  ","184349.34842500000  ","CDFF2241142016000001","영업중"
