"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","건축연면적","기념품종류","기획여행보험시작일자","기획여행보험종료일자","무대면적","문화사업자구분명","문화체육업종명","발전시설유무","방송시설유무","보험기관명","보험시작일자","보험종료일자","시설규모","시설면적","안내소유무","영문상호명","의무실유무","좌석수","주변환경명","지역구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"1672","폰테피렌체","강원도 강릉시 교동 1890-5번지 ","강원도 강릉시 정원로 54 (교동, 주니어타운 8층)","20150526","운영중","","","","","","210924","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","아파트지역","","070-5003-6587","365304.68715500000  ","475294.15237100000  ","CDFE1230002015000001","영업중"
"1673","하모니아아트홀2관","대구광역시 중구 동성로3가 120-21번지 ","대구광역시 중구 동성로1길 29-29 (동성로3가)","20150421","운영중","","","","","","700093","","","","","","","공연장","공연장","","","","","","","","","","","","","","053-254-7241","344052.62377400000  ","264534.06073300000  ","CDFE1230002015000001","영업중"
"1674","명보아트홀(라온홀)","서울특별시 중구 초동 18-5번지 ","서울특별시 중구 마른내로 47, 3층 (초동, 명보아트홀)","20150612","운영중","","","","","","100300","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반상업지역","02-2274-2121","199400.50858800000  ","451685.66503900000  ","CDFE1230002015000001","영업중"
"1675","봉래홀(대공연장)","부산광역시 영도구 동삼동 516-1번지 ","부산광역시 영도구 함지로79번길 6 (동삼동)","20091014","운영중","","","","","","606081","","","","","","","공연장","공연장","","","","","","","","","","","","","","419-5561","388520.85944300000  ","177435.40909300000  ","CDFE1230002009000001","영업중"
"1676","절영홀(소공연장)","부산광역시 영도구 동삼동 516-1번지 ","부산광역시 영도구 함지로79번길 6 (동삼동)","20091014","운영중","","","","","","606081","","","","","","","공연장","공연장","","","","","","","","","","","","","","419-5561","388520.85944300000  ","177435.40909300000  ","CDFE1230002009000002","영업중"
"1677","DNG HALL(디앤지 홀)","서울특별시 송파구 방이동 124-12번지 대원빌딩 지하 ","서울특별시 송파구 오금로 195 (방이동, 대원빌딩 지하)","20150611","운영중","","","","","","138830","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","","210263.28139400000  ","445446.38581100000  ","CDFE1230002015000001","영업중"
"1678","키다리소극장","부산광역시 중구 남포동5가 1-1번지 ","부산광역시 중구 구덕로48번길 3, 4층 (남포동5가)","20150617","운영중","","","","","","600045","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","","385150.10675900000  ","179929.33224100000  ","CDFE1230002015000001","영업중"
"1679","동래문화회관 대극장","부산광역시 동래구 명륜동 137번지 ","부산광역시 동래구 문화로 80 (명륜동)","19991218","운영중","","","","","","607803","","","","","","","공연장","공연장","","","","","","","","","","","","","","","390363.00823500000  ","192612.20967900000  ","CDFE1230001999000002","영업중"
"1680","동래문화회관 소극장","부산광역시 동래구 명륜동 137번지 ","부산광역시 동래구 문화로 80 (명륜동)","20030807","운영중","","","","","","607803","","","","","","","공연장","공연장","","","","","","","","","","","","","","051)554-8411","390363.00823500000  ","192612.20967900000  ","CDFE1230002003000001","영업중"
"1681","열린 아트홀","부산광역시 동래구 온천동 473-8번지 지하2층 ","부산광역시 동래구 온천장로 7, 지하2층 (온천동)","20130702","운영중","","","","","","607834","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","아파트지역","일반상업지역","051-527-0123","389286.13128600000  ","192703.04029800000  ","CDFE1230002013000001","영업중"
"1682","윤형빈 소극장","서울특별시 마포구 서교동 364-31번지 석전빌딩 지하1층 ","서울특별시 마포구 와우산로21길 29, 지하1층 (서교동, 석전빌딩)","20150701","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","02-6383-1003","193140.08882000000  ","450299.01542800000  ","CDFE1230002015000002","영업중"
"1683","달달씨어터","서울특별시 종로구 명륜4가 69-1번지 ","서울특별시 종로구 대명1길 20, 지하1층 (명륜4가)","20151006","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-985-5654","200057.29910400000  ","453682.05254400000  ","CDFE1230002015000021","영업중"
"1684","익스트림씨어터3관","서울특별시 종로구 명륜4가 198-3번지 ","서울특별시 종로구 창경궁로 227, 지하1층 (명륜4가, 성우빌딩)","20150921","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","199801.42481900000  ","453652.44247300000  ","CDFE1230002015000020","영업중"
"1685","오백장군갤러리 공연장","제주특별자치도 제주시 조천읍 교래리 산 119번지 ","제주특별자치도 제주시 조천읍 남조로 2023 (제주돌문화공원, 오백장군갤러리공연장)","20151022","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","","064-710-7742","169090.75267100000  ","-6167.97176385000   ","CDFE1230002015000001","영업중"
"1686","플러그인","울산광역시 중구 옥교동 262-2번지 ","울산광역시 중구 문화의거리 6, 지하1층 (옥교동)","20151023","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","052-245-8792","410534.85285500000  ","231220.30894300000  ","CDFE1230002015000001","영업중"
"1687","괜찮은 홀 강서점","서울특별시 강서구 등촌동 689번지 NC 강서점 ","서울특별시 강서구 강서로56길 17, 8층 (등촌동, NC 강서점)","20160519","운영중","","","","","","","기타","","","","","","공연장","공연장","","","","","","","","","","","","","","02-2667-9700","185907.33112900000  ","451167.94871600000  ","CDFE1230002016000001","영업중"
"1688","완주문예회관","전라북도 완주군 용진읍 운곡리 975-78번지 ","전라북도 완주군 용진읍 지암로 61 (완주군청)","20160525","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","063-290-2094","214761.46186700000  ","267540.68330700000  ","CDFE1230002016000001","영업중"
"1689","동락관","경상북도 안동시 풍천면 갈전리 1155번지 ","경상북도 안동시 풍천면 도청대로 455 (경상북도청)","20160616","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","준주거지역","054-880-8882","334982              ","342609              ","CDFE1230002016000001","영업중"
"1690","아트 브릿지(Art Bridge)","대전광역시 서구 만년동 377번지 혜지빌딩 3층 ","대전광역시 서구 둔산대로117번길 22, 3층 (만년동, 혜지빌딩)","20160107","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","준주거지역","482-4463","234333.24210300000  ","318716.47026600000  ","CDFE1230002016000001","영업중"
"1691","통통이소극장(뽀로로파크 킨텍스점)","경기도 고양시 일산서구 대화동 2306번지 킨텍스 제2전시장 1층 ","경기도 고양시 일산서구 한류월드로 408 (대화동, 킨텍스 제2전시장 1층)","20160830","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","1661-6370","177333.816572       ","463172.29942        ","CDFE1230002016000002","영업중"
"1692","홈플러스소극장 천안신방점","충청남도 천안시 동남구 신방동 784-9번지 홈플러스천안신방점 4층 ","충청남도 천안시 동남구 신촌1길 23 (신방동, 홈플러스천안신방점 4층)","20160906","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","041-578-1090","210759.87788200000  ","365397.87161000000  ","CDFE1230002016000001","영업중"
"1693","소극장 울림터","경기도 수원시 팔달구 남수동 66-3번지 3층 ","경기도 수원시 팔달구 창룡대로 20, 3층 (남수동)","20170501","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","031-243-5147","201600              ","419982              ","CDFE1230002017000001","영업중"
"1694","천호시네마","서울특별시 강동구 천호동 425-17번지 ","","19601029","운영중","","","","","","134874","","","","","","","공연장","공연장","","","","","","0","0","","","","","기타","","","","","CDFE1230001960000001","영업중"
"1695","강동비디오소극장","서울특별시 강동구 천호동 420-1번지 ","","19830203","운영중","","","","","","134873","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","211173.675642       ","448741.632322       ","CDFE1230001983000001","영업중"
"1696","유니버스소극장","서울특별시 강동구 성내동 9-5번지 ","","19860506","운영중","","","","","","134840","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","211113.10074        ","448345.118455       ","CDFE1230001986000001","영업중"
"1697","한일시네마1관","서울특별시 강동구 성내동 48-1번지 ","","19920724","운영중","","","","","","134840","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210960.413495       ","448403.019701       ","CDFE1230001992000001","영업중"
"1698","한일시네마2관","서울특별시 강동구 성내동 48-1번지 ","","19920724","운영중","","","","","","134840","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210960.413495       ","448403.019701       ","CDFE1230001992000002","영업중"
"1699","씨네월드2관","서울특별시 강동구 성내동 549-1번지 ","","19951127","운영중","","","","","","134851","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210992.49727        ","447372.617183       ","CDFE1230001995000001","영업중"
"1700","씨네월드3관","서울특별시 강동구 성내동 549-1번지 ","","19951127","운영중","","","","","","134851","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210992.49727        ","447372.617183       ","CDFE1230001995000002","영업중"
"1701","씨네월드4관","서울특별시 강동구 성내동 549-1번지 ","","19951127","운영중","","","","","","134851","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210992.49727        ","447372.617183       ","CDFE1230001995000003","영업중"
"1702","씨네월드아트홀","서울특별시 강동구 성내동 549-1번지 ","","19951127","운영중","","","","","","134851","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210992.49727        ","447372.617183       ","CDFE1230001995000004","영업중"
"1703","한일시네마3관","서울특별시 강동구 성내동 48-1번지 ","","19980122","운영중","","","","","","134840","근린생활시설","","","","","","공연장","공연장","","","","","","0","0","","","","","기타","","","210960.413495       ","448403.019701       ","CDFE1230001998000001","영업중"
"1704","씨네월드5관","서울특별시 강동구 성내동 549-1번지 6층 ","","19990604","운영중","","","","","","134851","근린생활시설","","","","","","공연장","공연장","","","","","","0","0","","","","","기타","","","210992.49727        ","447372.617183       ","CDFE1230001999000001","영업중"
"1705","씨네월드6관","서울특별시 강동구 성내동 549-1번지 6층 ","","19990604","운영중","","","","","","134851","근린생활시설","","","","","","공연장","공연장","","","","","","0","0","","","","","기타","","","210992.49727        ","447372.617183       ","CDFE1230001999000002","영업중"
"1706","한일시네마4관","서울특별시 강동구 성내동 48-1번지 ","","20000616","운영중","","","","","","134840","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210960.413495       ","448403.019701       ","CDFE1230002000000001","영업중"
"1707","한일시네마5관","서울특별시 강동구 성내동 48-1번지 ","","20000616","운영중","","","","","","134840","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210960.413495       ","448403.019701       ","CDFE1230002000000002","영업중"
"1708","한일시네마6관","서울특별시 강동구 성내동 48-1번지 ","","20000616","운영중","","","","","","134840","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","210960.413495       ","448403.019701       ","CDFE1230002000000003","영업중"
"1709","강동어린이회관 아이누리홀","서울특별시 강동구 성내동 556-1번지 ","","20070820","운영중","","","","","","134851","","","","","","","공연장","공연장","","","","","","","","","","","","","","486-2516~8","210754.123323       ","447443.883535       ","CDFE1230002007000001","영업중"
"1710","암사어린이극장","서울특별시 강동구 암사동 116-22번지 ","서울특별시 강동구 올림픽로 930 (암사동)","20090803","운영중","","","","","","134852","","","","","","","공연장","공연장","","","","","","","","","","","","기타","","02-481-8808","211782.22859000000  ","451555.11875200000  ","CDFE1230002009000001","영업중"
"1711","강동아트센터 대극장 한강","서울특별시 강동구 상일동 산 46-2번지 ","","20110128","운영중","","","","","","134090","","","","","","","공연장","공연장","","","","","","","","","","","","","","024801605","","","CDFE1230002011000001","영업중"
"1712","강동아트센터 소극장 드림","서울특별시 강동구 상일동 산 46-2번지 ","","20110128","운영중","","","","","","134090","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-480-1605","","","CDFE1230002011000002","영업중"
"1713","호원아트홀","서울특별시 강동구 성내동 435-9번지 ","서울특별시 강동구 성안로 30 (성내동)","20121206","운영중","","","","","","134846","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-470-9191","211518.26392600000  ","447429.97377800000  ","CDFE1230002012000001","영업중"
"1714","공연 공간더하기","서울특별시 서대문구 창천동 33-27번지 ","서울특별시 서대문구 연세로 27-1 (창천동, 대성빌딩)","20170621","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","","194404.59090900000  ","450955.43194600000  ","CDFE1230002017000002","영업중"
"1715","봉산문화회관 스페이스라온","대구광역시 중구 봉산동 125번지 봉산문화회관 ","대구광역시 중구 봉산문화길 77 (봉산동, 봉산문화회관)","20170712","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","661-3512","344205.93554100000  ","264064.77528300000  ","CDFE1230002017000001","영업중"
"1716","대전평생학습관대강당","","대전광역시 중구 중교로 56 (대흥동)","20021230","운영중","99991231","","99991231","","","301803","","","","","","","공연장","공연장","","","","","","","","","","","","","","220-0510,220-0514","238286.48640600000  ","314260.71095600000  ","CDFE1230002002000004","영업중"
"1717","드림아트홀","","대전광역시 중구 선화서로 2 (대흥동)","20110705","운영중","99991231","","99991231","","","301010","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","학교정화(상대)","일반상업지역","252-0887","237753.58842100000  ","314123.79009500000  ","CDFE1230002011000001","영업중"
"1718","소극장 커튼콜","","대전광역시 중구 중앙로122번길 15 (대흥동)","20110809","운영중","99991231","","99991231","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","유흥업소밀집지역","일반상업지역","321-1638","238060.17813600000  ","314428.92740400000  ","CDFE1230002011000002","영업중"
"1719","상상아트홀","","대전광역시 중구 대종로505번길 28, 2층 (선화동)","20110824","운영중","99991231","","99991231","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","유흥업소밀집지역","일반상업지역","1899-4429","238017.81438100000  ","314612.92105200000  ","CDFE1230002011000004","영업중"
"1720","대전중구문화원 뿌리홀","","대전광역시 중구 대흥로 109 (대흥동)","20120102","운영중","99991231","","99991231","","","301803","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","상업지역","042-256-3684","238108.22083200000  ","314028.91929700000  ","CDFE1230002012000001","영업중"
"1721","소극장마당","","대전광역시 중구 대종로 456 (대흥동)","20120103","운영중","99991231","","99991231","","","301802","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","유흥업소밀집지역","일반상업지역","283-8300","238434.46200100000  ","314245.25921100000  ","CDFE1230002012000002","영업중"
"1722","소극장고도","","대전광역시 중구 중앙로112번길 13 (대흥동)","20120104","운영중","99991231","","99991231","","","301702","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","유흥업소밀집지역","상업지역","226-3861,010-5403-86","237974.21320000000  ","314394.83457300000  ","CDFE1230002012000003","영업중"
"1723","아신극장1관","","대전광역시 중구 대종로 458 (대흥동)","20130828","운영중","99991231","","99991231","","","301802","","","","","","","공연장","공연장","","","","","","","","","","","","기타","","1599-9210","238427.07226300000  ","314260.38994300000  ","CDFE1230002013000001","영업중"
"1724","믹스페이스","","대전광역시 중구 대흥로175번길 25, 지하 1, 2, 3층 (대흥동)","20140704","운영중","99991231","","99991231","","","301802","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반상업지역","222-7227","238642.93598100000  ","314334.96082000000  ","CDFE1230002014000001","영업중"
"1725","대전예술가의집 누리홀","","대전광역시 중구 중앙로 32 (문화동)","20150204","운영중","99991231","","99991231","","","301811","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","학교정화(상대)","일반상업지역","480-1082","237360.79583600000  ","313891.58144400000  ","CDFE1230002015000001","영업중"
"1726","5.18기념문화관(민주홀)","광주광역시 서구 쌍촌동 1268번지 ","광주광역시 서구 내방로 152 (쌍촌동)","20010512","운영중","","","","","","502859","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","376-5197","187021.64597400000  ","184666.88058400000  ","CDFE1230002001000001","영업중"
"1727","광주광역시 청소년수련원 청소년극장","광주광역시 서구 화정동 504-8번지 ","광주광역시 서구 학생독립로 37 (화정동)","20021230","운영중","","","","","","","기타","","","","","","공연장","공연장","","","","","","","","","","","","","녹지지역","373-0942","187820              ","182502              ","CDFE1230002002000001","영업중"
"1728","광주학생교육문화회관","광주광역시 서구 쌍촌동 1268번지 ","광주광역시 서구 상무민주로 61 (쌍촌동)","20021230","운영중","","","","","","502859","교육연구시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","녹지지역","","187114.94122000000  ","184383.07872500000  ","CDFE1230002002000002","영업중"
"1729","빛고을국악전수관","광주광역시 서구 금호동 790번지 ","광주광역시 서구 풍금로 182 (금호동, 빛고을국악전수관)","20021230","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","근린상업지역","360-7462","187223.26823800000  ","181744.30660500000  ","CDFE1230002002000003","영업중"
"1730","5.18기념문화관(대동홀)","광주광역시 서구 쌍촌동 1268번지 ","광주광역시 서구 내방로 152 (쌍촌동)","20021230","운영중","","","","","","502859","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","자연녹지지역","376-5197","187021.64597400000  ","184666.88058400000  ","CDFE1230002002000004","영업중"
"1731","서구문화센터공연장","광주광역시 서구 금호동 789번지 ","광주광역시 서구 마재로 3 (금호동)","20021230","운영중","","","","","","502858","기타","","","","","","공연장","공연장","","","","","","","","","","","","","","654-4300","187268.06659500000  ","181618.26802300000  ","CDFE1230002002000005","영업중"
"1732","어린이공연장","광주광역시 서구 풍암동 423-2번지 롯데마트 3층 월드컵몰 ","광주광역시 서구 금화로 240 (풍암동)","20070112","운영중","","","","","","502831","","","","","","","공연장","공연장","","","","","","","","","","","","","","","189011.94366200000  ","182121.81582200000  ","CDFE1230002007000001","영업중"
"1733","금호아트홀","광주광역시 서구 광천동 49-1번지 유스퀘어(광천터미널) 2층 ","광주광역시 서구 무진대로 904 (광천동)","20090521","운영중","","","","","","502764","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반상업지역","360-8431","189200.51225600000  ","184916.06994400000  ","CDFE1230002009000001","영업중"
"1734","동산아트홀","광주광역시 서구 광천동 49-1번지 유스퀘어(광천터미널) 2층 ","광주광역시 서구 무진대로 904 (광천동)","20090525","운영중","","","","","","502764","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","062-360-8431","189200.51225600000  ","184916.06994400000  ","CDFE1230002009000002","영업중"
"1735","광엑스포주제관","광주광역시 서구 치평동 ","광주광역시 서구 상무시민로 3 (치평동)","20140210","운영중","","","","","","502829","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","372-0550","185398.44297900000  ","184388.41562600000  ","CDFE1230002014000001","영업중"
"1736","사천시문화예술회관 소공연장","경상남도 사천시 동림동 190번지 ","경상남도 사천시 삼천포대교로 471 (동림동, 사천시문화예술회관)","20020311","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","자연녹지지역","055-831-2460","298256.39097700000  ","160968.21254200000  ","CDFE1230002002000002","영업중"
"1737","궁동예술극장","광주광역시 동구 궁동 51-25번지 ","광주광역시 동구 예술길 18-1 (궁동)","20020308","운영중","","","","","","501040","","","","","","","공연장","공연장","","","","","","","","","","","","","","062-222-7716","192542.31678500000  ","183749.29146400000  ","CDFE1230002002000001","영업중"
"1738","광주학생독립운동기념회관","광주광역시 동구 황금동 56-1번지 ","","20030102","운영중","","","","","","501110","","","","","","","공연장","공연장","","","","","","","","","","","","","","221-5500","192302.029297       ","183143.308524       ","CDFE1230002003000004","영업중"
"1739","롯데시네마 광주6 (제6관)","광주광역시 동구 대인동 7-1번지 ","광주광역시 동구 독립로 268 (대인동)","20070703","운영중","","","","","","501811","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","중심상업지역","221-1943","191998.50852500000  ","184245.35882300000  ","CDFE1230002007000001","영업중"
"1740","광주아트홀","광주광역시 동구 황금동 100번지 지하1층 ","광주광역시 동구 중앙로160번길 22 (황금동, 지하1층)","20130213","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","중심상업지역","227-7440","192263.37247000000  ","183403.82967400000  ","CDFE1230002013000001","영업중"
"1741","충장아트홀","광주광역시 동구 금남로1가 15-10번지 타임빌딩 4층 ","광주광역시 동구 금남로 250-9 (금남로1가)","20130530","운영중","","","","","","501021","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","중심상업지역","","192569.10856800000  ","183438.71621100000  ","CDFE1230002013000002","영업중"
"1742","문예정터 소극장","광주광역시 동구 계림동 ","광주광역시 동구 중흥로209번길 8 (계림동)","20140526","운영중","","","","","","501806","","","","","","","공연장","공연장","","","","","","","","","","","","","","070-7766-1540","192424.92087400000  ","184926.93532900000  ","CDFE1230002014000001","영업중"
"1743","공연일번지","광주광역시 동구 금남로3가 15-1번지 ","광주광역시 동구 금남로 15-1 (금남로3가)","20140526","운영중","","","","","","501023","","","","","","","공연장","공연장","","","","","","","","","","","","","","062-222-7008","192249.045142       ","183347.791917       ","CDFE1230002014000002","영업중"
"1744","씨어터 연바람","광주광역시 동구 동명동 200-176번지 B1층 ","광주광역시 동구 동명로 19-10, B1층 (동명동)","20140711","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","062-226-2446","192974.29360500000  ","183856.84593600000  ","CDFE1230002014000003","영업중"
"1745","보헤미안","광주광역시 동구 광산동 77-6번지 ","광주광역시 동구 문화전당로 43 (광산동)","20141202","운영중","","","","","","501180","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","유흥업소밀집지역","","062-416-1006","192578.74223400000  ","183330.63091900000  ","CDFE1230002014000004","영업중"
"1746","민들레 소극장","광주광역시 동구 동명동 200-12번지 ","광주광역시 동구 동계천로 111, 4층 (동명동)","20170720","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","주택가주변","일반주거지역","222-6280","192959.68867000000  ","183834.02299200000  ","CDFE1230002017000001","영업중"
"1747","대덕문화전당 창공홀","대구광역시 남구 대명동 1803-31번지 ","대구광역시 남구 중앙대로45길 53 (대명동, 청소년 창작센터)","20170621","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","053-664-3130","343565.68718300000  ","263118.77538000000  ","CDFE1230002017000004","영업중"
"1748","프리버드 라이브홀","서울특별시 서대문구 창천동 472-1번지 ","서울특별시 서대문구 연희로 14, B1층 (창천동, 삼성빌딩)","20170727","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","02-333-2701","193538.59745500000  ","451174.81644100000  ","CDFE1230002017000003","영업중"
"1749","(주) 글로벌 JEY 아트홀","경기도 안산시 단원구 고잔동 530-3번지 ","경기도 안산시 단원구 당곡로 9, B101호 (고잔동, 진양빌딩)","20170621","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","","","070-7584-9760","185097              ","424012              ","CDFE1230002017000001","영업중"
"1750","슈필라움","경상북도 문경시 문경읍 하리 392-3번지 ","경상북도 문경시 문경읍 온천2길 38-12","20170801","운영중","","","","","","","근린생활시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반상업지역","054-572-1954","298927              ","359342              ","CDFE1230002017000001","영업중"
"1751","서초문화예술회관 아트홀","서울특별시 서초구 양재동 25번지 ","서울특별시 서초구 강남대로 201 (양재동, 서초구민회관)","20170626","운영중","","","","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-2155-8301","203180.32062400000  ","442488.39803900000  ","CDFE1230002017000004","영업중"
"1752","아트포레스트 1관","서울특별시 종로구 동숭동 1-66번지 ","서울특별시 종로구 대학로12길 22 (동숭동)","20170531","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","02-3672-0900","200211              ","453369              ","CDFE1230002017000002","영업중"
"1753","아트포레스트 2관","서울특별시 종로구 동숭동 1-66번지 ","서울특별시 종로구 대학로12길 22, 지상5층 (동숭동)","20170531","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","02-3672-0900","200211              ","453369              ","CDFE1230002017000003","영업중"
"1754","의성문화회관","경상북도 의성군 의성읍 중리리 516번지 ","경상북도 의성군 의성읍 충효로 88-0","20170531","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","054-830-6931","352672              ","318519              ","CDFE1230002017000001","영업중"
"1755","아신극장2관","","대전광역시 중구 대종로 458, 2층 (대흥동, 대산빌딩)","20170728","운영중","99991231","","99991231","","","","","","","","","","공연장","공연장","","","","","","","","","","","","","","1599-9210","238427.07226300000  ","314260.38994300000  ","CDFE1230002017000002","영업중"
"1756","대구오페라하우스 카메라타","대구광역시 북구 침산동 105-2번지 ","대구광역시 북구 호암로 51 (침산동)","20170904","운영중","","","","","","","교육연구시설","","","","","","공연장","공연장","","","","","","","","","","","","기타","일반상업지역","053-666-6170","344149.53806200000  ","266315.43954300000  ","CDFE1230002017000001","영업중"
"1757","부천시민회관대공연장","경기도 부천시 중동 788번지 ","경기도 부천시 부일로 365 (중동)","20021230","운영중","","","","","","420845","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","아파트지역","일반주거지역","652-5848","179662              ","442925              ","CDFE1230002002000001","영업중"
"1758","부천시민회관소공연장","경기도 부천시 중동 788번지 ","경기도 부천시 부일로 365 (중동)","20021230","운영중","","","","","","420845","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","아파트지역","일반주거지역","652-5848","179662              ","442925              ","CDFE1230002002000002","영업중"
"1759","복사골문화센터아트홀","경기도 부천시 상동 394-2번지 ","경기도 부천시 장말로 107 (상동)","20021230","운영중","","","","","","420812","","","","","","","공연장","공연장","","","","","","","","","","","","","","320-6300","178174              ","443663              ","CDFE1230002002000003","영업중"
"1760","복사골문화센터판타지아극장","경기도 부천시 상동 394-2번지 ","경기도 부천시 장말로 107, 1층 (상동, 복사골문화센터)","20021230","운영중","","","","","","","문화시설","","","","","","공연장","공연장","","","","","","","","","","","","","","320-6300","178174              ","443663              ","CDFE1230002002000004","영업중"
"1761","오정아트홀","경기도 부천시 오정동 129번지 ","경기도 부천시 성오로 172 (오정동)","20050425","운영중","","","","","","421170","","","","","","","공연장","공연장","","","","","","","","","","","","","","677-1844","181898              ","447290              ","CDFE1230002005000001","영업중"
"1762","광명 시민회관 공연장","경기도 광명시 철산동 222-1번지 ","경기도 광명시 시청로 20 (철산동, 광명시민회관)","20030616","운영중","","","","","","423833","","","","","","","공연장","공연장","","","","","","","","","","","","","","2680-2562","188079.34773200000  ","442192.97336100000  ","CDFE1230002003000001","영업중"
"1763","소나무 예술극장","경기도 광명시 하안동 61-1번지 조일프라자 2층 ","경기도 광명시 하안로288번길 15, 2층 (하안동, 조일프라자)","20030616","운영중","","","","","","423849","","","","","","","공연장","공연장","","","","","","","","","","","","","","02-893-6977","189502.25038700000  ","440320.68597600000  ","CDFE1230002003000003","영업중"
"1764","광명문화원 공연장","경기도 광명시 하안동 산 19-12번지 ","경기도 광명시 철망산로 42 (하안동, 광명문화원)","20050906","운영중","","","","","","423857","","","","","","","공연장","공연장","","","","","","","","","","","","","","898-9700","188783.71597700000  ","440901.12411000000  ","CDFE1230002005000001","영업중"
"1765","광명시평생학습원","경기도 광명시 철산동 419번지 ","경기도 광명시 오리로854번길 10 (철산동)","20080214","운영중","","","","","","423837","교육연구시설","","","","","","공연장","공연장","","","","","","","","","","","","","","02)2619-6148","188365.15503600000  ","441667.54733200000  ","CDFE1230002008000001","영업중"
